cat__Type of Travel_Personal Travel,cat__Class_Eco,remainder__id,remainder__Flight Distance,remainder__Inflight wifi service,remainder__Ease of Online booking,remainder__Online boarding,remainder__Seat comfort,remainder__Inflight entertainment,remainder__On-board service,remainder__Leg room service,remainder__Baggage handling,remainder__Cleanliness,Comfort_Per_Mile
0.0,0.0,71537.0,1197.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,2.827036751477769
0.0,1.0,22674.0,589.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,7.25689404934688
0.0,0.0,71576.0,2598.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.606127996046454
0.0,0.0,66651.0,978.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.401360544217687
0.0,0.0,79858.0,3696.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.053740779768177
0.0,1.0,115543.0,373.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,10.570824524312895
1.0,1.0,103099.0,687.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.541296060991105
1.0,1.0,14717.0,419.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,5.0,1.0,2.569043031470777
0.0,0.0,125974.0,2654.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.4524328249818446
0.0,1.0,12900.0,674.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.722652885443583
0.0,0.0,90774.0,250.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,6.666666666666668
0.0,1.0,32540.0,101.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,16.58374792703151
0.0,1.0,21718.0,821.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.895403546869345
1.0,1.0,121176.0,2521.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.2717792191275594
0.0,1.0,22298.0,208.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,10.822510822510823
0.0,0.0,124367.0,808.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.405286343612334
0.0,0.0,4113.0,431.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,5.649717514124293
0.0,1.0,104397.0,1147.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.6038492381716116
1.0,1.0,54881.0,641.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,3.1488978857399914
0.0,1.0,22827.0,147.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,1.0,4.0,14.844804318488528
0.0,0.0,54988.0,3320.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.1695906432748535
0.0,1.0,25445.0,669.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,5.0,4.334633723450368
0.0,0.0,84324.0,591.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.341534008683069
0.0,1.0,79038.0,226.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,5.112474437627812
0.0,0.0,83057.0,1145.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.6064257028112447
1.0,1.0,75271.0,1846.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,3.0,2.0,1.7129153819801302
0.0,0.0,93486.0,1107.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.866335266500968
1.0,1.0,15103.0,239.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,8.849557522123895
0.0,0.0,69890.0,1514.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.097893432465923
0.0,1.0,119294.0,214.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,5.3078556263269645
0.0,0.0,8023.0,294.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,8.460236886632826
1.0,1.0,8703.0,280.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,8.771929824561404
0.0,0.0,82734.0,409.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,8.51342501637197
0.0,0.0,107818.0,349.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,6.6815144766147
0.0,0.0,61146.0,967.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,1.8744142455482664
0.0,0.0,108597.0,3108.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.2468827930174562
1.0,1.0,50666.0,109.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,14.354066985645932
0.0,1.0,94956.0,248.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,10.536398467432951
0.0,1.0,43614.0,119.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,15.220700152207002
1.0,1.0,15022.0,557.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0882800608828
0.0,0.0,121458.0,257.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,12.138188608776844
0.0,0.0,118984.0,2345.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,1.7723244717109743
0.0,0.0,78845.0,554.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,6.116207951070336
0.0,1.0,49420.0,199.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,11.148272017837234
0.0,0.0,27673.0,2354.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0866612333604997
0.0,0.0,45320.0,2896.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,0.7788161993769471
0.0,0.0,46120.0,1737.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,2.1774632553075666
1.0,1.0,120020.0,328.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,5.451713395638629
0.0,0.0,108763.0,1993.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,1.9111323459149547
0.0,1.0,21916.0,448.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.257907542579075
1.0,1.0,124389.0,808.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.936857562408223
1.0,1.0,90159.0,957.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,3.784295175023652
0.0,0.0,2542.0,1880.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,5.0,3.0,1.5151515151515151
0.0,1.0,13192.0,419.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,6.422607578676943
1.0,1.0,40282.0,402.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,3.3200531208499338
1.0,1.0,7925.0,1020.0,4.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,2.6785714285714284
0.0,0.0,67053.0,964.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,3.4461152882205512
0.0,0.0,46901.0,844.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.824858757062147
0.0,0.0,105715.0,2699.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.429081814933905
0.0,0.0,119245.0,2219.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.1561017680034498
0.0,1.0,109533.0,920.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,5.0,3.92156862745098
0.0,0.0,40149.0,402.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,8.632138114209827
0.0,0.0,106715.0,3568.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0905125408942202
1.0,1.0,32983.0,101.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,11.608623548922056
0.0,1.0,112546.0,862.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,1.732501732501733
0.0,1.0,86971.0,907.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.6411784177424686
0.0,0.0,12156.0,1075.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.98581560283688
0.0,0.0,80552.0,1747.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.1656740660530587
0.0,0.0,81646.0,907.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.303210857332008
0.0,0.0,110330.0,787.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.509582863585118
0.0,1.0,37363.0,944.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,3.8314176245210727
0.0,0.0,39383.0,521.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,5.904455179817498
0.0,0.0,79556.0,2464.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.690067602704108
1.0,1.0,99707.0,2026.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,1.2543116964565697
0.0,0.0,122169.0,603.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,5.215742057847321
1.0,1.0,8283.0,294.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,11.844331641285956
0.0,0.0,27206.0,2717.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,0.9466335344929592
0.0,0.0,26733.0,515.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,5.0,4.0,7.046070460704606
1.0,1.0,68267.0,631.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,3.1919744642042867
1.0,1.0,121486.0,257.0,0.0,0.0,0.0,4.0,4.0,3.0,5.0,2.0,4.0,12.138188608776844
1.0,1.0,98839.0,763.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,4.634994206257242
0.0,1.0,9052.0,160.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,12.82051282051282
1.0,1.0,74747.0,1235.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,2.2471910112359548
1.0,1.0,22616.0,223.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,8.255933952528379
0.0,0.0,25766.0,356.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,3.0,3.0,8.040935672514621
1.0,0.0,125992.0,650.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,2.0,3.111111111111111
0.0,0.0,55453.0,2327.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0987501716797143
1.0,1.0,81221.0,1426.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,2.18435998252512
1.0,1.0,116011.0,446.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,1.0,2.4420024420024418
0.0,1.0,27914.0,689.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,2.9573299535276725
0.0,0.0,67644.0,1235.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.245942571785268
1.0,1.0,50531.0,190.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,3.4482758620689653
0.0,1.0,15866.0,332.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,8.487654320987653
0.0,0.0,126942.0,2771.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.5093463369325435
0.0,0.0,13849.0,228.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,7.113821138211383
0.0,0.0,3131.0,3225.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.3032581453634084
0.0,0.0,7074.0,2936.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.6469038208168645
0.0,0.0,70271.0,852.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.901960784313726
0.0,1.0,65849.0,989.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.6730945821854912
0.0,0.0,16742.0,1167.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,3.4201525914233093
1.0,0.0,119760.0,1303.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.1382751247327154
1.0,1.0,1148.0,89.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,8.818342151675486
0.0,0.0,90424.0,2414.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.856271546009016
0.0,0.0,106037.0,452.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,7.246376811594202
1.0,1.0,53974.0,1325.0,3.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,0.935672514619883
0.0,1.0,23856.0,522.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,6.430868167202572
1.0,1.0,89179.0,2139.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,1.4887598630340928
1.0,1.0,126382.0,468.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,7.04225352112676
1.0,0.0,76210.0,2422.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,0.9251916468411312
1.0,1.0,124596.0,500.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,7.222222222222222
0.0,0.0,88506.0,223.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,10.319917440660475
1.0,1.0,53317.0,758.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.4965034965034967
0.0,1.0,15212.0,529.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,5.299417064122947
0.0,1.0,103041.0,460.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,5.357142857142857
0.0,0.0,129190.0,2419.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.984914648670107
0.0,0.0,14484.0,541.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,6.240249609984399
1.0,1.0,33049.0,216.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,5.274261603375527
1.0,1.0,9387.0,401.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,3.32667997338656
0.0,0.0,33541.0,413.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.548408057179987
0.0,0.0,59306.0,2556.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.2550200803212852
0.0,0.0,69636.0,2125.0,1.0,1.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,1.6479400749063668
0.0,1.0,44884.0,557.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,4.566210045662101
0.0,0.0,54161.0,1400.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.3333333333333333
0.0,1.0,72862.0,700.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0
1.0,0.0,17114.0,416.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.937984496124031
0.0,1.0,36624.0,610.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,5.633802816901409
0.0,0.0,40994.0,1362.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.7359781121751023
0.0,0.0,11711.0,2722.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.2993149066855658
1.0,1.0,47520.0,588.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.813953488372094
1.0,1.0,115970.0,446.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,4.273504273504273
1.0,1.0,21238.0,192.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,10.273972602739724
0.0,0.0,16296.0,748.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,4.716981132075472
0.0,0.0,78407.0,453.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,7.2332730560578655
0.0,1.0,49360.0,262.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,9.208103130755063
0.0,0.0,113425.0,2293.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,1.6715419974926868
1.0,1.0,28696.0,2182.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5842827928717499
0.0,1.0,15308.0,599.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,6.19933237958989
1.0,0.0,40339.0,436.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,7.462686567164178
1.0,0.0,105610.0,842.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.246284501061571
1.0,1.0,101827.0,1521.0,2.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,2.673246966892864
1.0,0.0,61855.0,1609.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,5.0,2.5355958650282813
0.0,0.0,21739.0,563.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.519356460532932
1.0,1.0,122092.0,130.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,1.0,4.0,18.84057971014493
1.0,0.0,29423.0,2349.0,5.0,5.0,5.0,1.0,1.0,5.0,2.0,4.0,1.0,0.5444399074452156
1.0,1.0,57975.0,420.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,7.051282051282051
1.0,0.0,37244.0,1076.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,3.117913832199546
0.0,1.0,38133.0,797.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.4864362690449646
0.0,0.0,77551.0,586.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.4295432458697768
0.0,0.0,52156.0,509.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,6.568144499178982
0.0,0.0,61728.0,1303.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,2.1382751247327154
0.0,0.0,122591.0,728.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,5.0,5.0,3.2206119162640903
0.0,0.0,110243.0,1024.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.151838671411625
0.0,0.0,12709.0,721.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.654080389768575
1.0,0.0,6476.0,315.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,8.032128514056225
0.0,1.0,16567.0,872.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.4293552812071333
1.0,1.0,42074.0,106.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,22.65372168284789
0.0,1.0,25781.0,762.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,2.0,5.0,4.253673627223511
1.0,1.0,102450.0,397.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,7.377598926894701
0.0,1.0,24463.0,547.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.667181865018032
1.0,1.0,5865.0,1020.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.273809523809524
1.0,1.0,21640.0,780.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.651515151515152
0.0,0.0,35142.0,1165.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.108036890645586
1.0,1.0,7495.0,925.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,2.601626016260162
0.0,0.0,98171.0,562.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.5387713997985895
0.0,0.0,12888.0,3391.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,0.8593526210254941
0.0,0.0,66879.0,2778.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.389854065323141
0.0,0.0,124788.0,280.0,0.0,0.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,10.526315789473683
1.0,1.0,89184.0,1947.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,2.279758996906041
1.0,1.0,61106.0,1709.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,5.0,2.026902524414962
0.0,0.0,92811.0,1587.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,1.9758940920766648
0.0,1.0,122685.0,361.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,3.61532899493854
0.0,0.0,115931.0,417.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.868471953578336
1.0,1.0,65486.0,1067.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.285061411025421
1.0,1.0,14813.0,95.0,2.0,0.0,0.0,5.0,3.0,1.0,3.0,2.0,3.0,18.8034188034188
0.0,0.0,82684.0,2720.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,1.182033096926714
0.0,0.0,71568.0,1005.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.01659125188537
0.0,1.0,15045.0,576.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.91715976331361
1.0,0.0,59519.0,956.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,1.8939393939393936
0.0,1.0,28147.0,933.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.2907389480477571
0.0,1.0,39583.0,965.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.755868544600939
0.0,1.0,40734.0,599.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.9074868860276584
0.0,1.0,77372.0,532.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.746835443037974
1.0,1.0,32979.0,216.0,4.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,5.274261603375527
0.0,0.0,76345.0,1851.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,2.2210832051939176
1.0,1.0,47098.0,639.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,5.412719891745602
1.0,1.0,60546.0,862.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.4650034650034653
1.0,1.0,37187.0,1046.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.9086678301337985
0.0,1.0,54356.0,835.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.2085561497326207
1.0,1.0,30751.0,977.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.4760136180749
1.0,0.0,27277.0,697.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,3.3458803847762444
0.0,0.0,49710.0,1995.0,0.0,0.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,1.431980906921241
0.0,0.0,119133.0,2910.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.5537098560354374
0.0,1.0,24071.0,866.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.1055900621118013
1.0,1.0,113182.0,889.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.6963262554769125
0.0,0.0,33609.0,399.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.676018704074816
0.0,0.0,106748.0,829.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.7940437746681022
0.0,0.0,10185.0,429.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,8.191556395715185
0.0,1.0,52060.0,351.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,7.3909830007391
0.0,1.0,129716.0,447.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,6.093845216331505
0.0,0.0,100020.0,3635.0,2.0,5.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,0.4462293618920125
0.0,0.0,106745.0,945.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.146730462519936
0.0,0.0,10529.0,3187.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.115505526822837
0.0,1.0,88438.0,545.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,5.167958656330749
0.0,0.0,97308.0,872.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.7722908093278464
0.0,1.0,36994.0,667.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.649717514124293
0.0,0.0,73404.0,1986.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.1185682326621926
0.0,0.0,42168.0,817.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,5.0,4.362050163576882
1.0,1.0,21111.0,152.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,11.904761904761903
0.0,0.0,77088.0,1481.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,1.6866961838498835
0.0,0.0,95594.0,670.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,5.194805194805195
0.0,0.0,84040.0,879.0,2.0,2.0,2.0,1.0,5.0,3.0,4.0,4.0,5.0,3.404834865509023
1.0,0.0,121207.0,2402.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,1.5987210231814546
0.0,0.0,111271.0,2494.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.670521716782318
1.0,1.0,33918.0,636.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,4.076086956521739
0.0,0.0,93940.0,2062.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1.8501387604070303
1.0,1.0,77173.0,1355.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.3745704467353952
0.0,1.0,26013.0,425.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,6.349206349206349
0.0,1.0,101103.0,1235.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,3.245942571785268
0.0,0.0,4403.0,618.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,4.642525533890437
0.0,0.0,61555.0,2419.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,1.5879317189360858
0.0,1.0,57901.0,305.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.938271604938271
0.0,0.0,127699.0,2133.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,1.940588147484699
0.0,1.0,124642.0,399.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,6.680026720106881
0.0,0.0,110647.0,945.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,1.0,1.9138755980861248
